parameter_id,domain,parameter_name,value,unit,value_type,status,source,reference_source,formula_or_rule,rounding,notes
dungeon.high_tier.divine_transformation.boss_natural_failure_rate,dungeon,divine_transformation natural Boss failure rate,0,percent,derived,frozen_v1,洞天设计,"",zero failures in fixed growth-profile survival sample,2dp,由逐秒成长档战斗样本推导的自然失败率
dungeon.high_tier.divine_transformation.boss_failure_stops_expedition,dungeon,divine_transformation failure stops expedition,0,boolean,policy,frozen_v1,洞天设计,"",failure recovery is local to encounter,fixed,高阶 Boss 失败不停止小时级远征供给
dungeon.high_tier.divine_transformation.boss_drop.ancient_scroll.chance,dungeon,divine_transformation Boss ancient scroll drop chance,100,percent,probability,frozen_v1,洞天设计,"",success-only independent drop,integer,高阶 Boss 独立古修残卷掉落概率
dungeon.high_tier.divine_transformation.boss_drop.ancient_scroll.amount,dungeon,divine_transformation Boss ancient scroll drop amount,2,ancient_scroll,derived,frozen_v1,洞天设计,"",realm scale * base amount,integer,高阶 Boss 独立古修残卷掉落数量
dungeon.high_tier.divine_transformation.boss_drop.demon_core.chance,dungeon,divine_transformation Boss demon core drop chance,100,percent,probability,frozen_v1,洞天设计,"",success-only independent drop,integer,高阶 Boss 独立妖丹掉落概率
dungeon.high_tier.divine_transformation.boss_drop.demon_core.amount,dungeon,divine_transformation Boss demon core drop amount,4,demon_core,derived,frozen_v1,洞天设计,"",realm scale * base amount,integer,高阶 Boss 独立妖丹掉落数量
dungeon.high_tier.divine_transformation.boss_drop.equipment.chance,dungeon,divine_transformation Boss equipment drop chance,20,percent,probability,frozen_v1,洞天设计,"",success-only independent equipment roll,integer,高阶 Boss 独立装备掉落概率
dungeon.high_tier.divine_transformation.boss_drop.equipment.amount,dungeon,divine_transformation Boss equipment drop amount,1,equipment,derived,frozen_v1,洞天设计,"",one equipment per successful roll,integer,高阶 Boss 独立装备掉落数量
dungeon.high_tier.divine_transformation.boss_drop.equipment.quality,dungeon,divine_transformation Boss equipment drop quality,rare,quality,constant,frozen_v1,洞天设计,"",fixed quality pool member,"",高阶 Boss 装备掉落品质
dungeon.high_tier.void_refining.boss_pill_budget_per_encounter,dungeon,void_refining high-tier Boss pill budget,1,pill,derived,frozen_v1,洞天设计,"",fixed-seed extension combat max pill budget,integer,高阶 Boss 候选单次丹药预算
dungeon.high_tier.void_refining.combat_pill_cost_included,dungeon,void_refining high-tier combat pill included,1,boolean,policy,frozen_v1,洞天设计,"",supply rate includes boss_pill_budget / encounter_interval,fixed,该境界高阶供给已含战斗丹药预算
dungeon.high_tier.void_refining.boss_failure_recovery_seconds,dungeon,void_refining high-tier Boss failure recovery,60,seconds,policy,frozen_v1,洞天设计,"",failed attempt cooldown,integer,高阶 Boss 失败恢复冷却
dungeon.high_tier.void_refining.boss_reward_on_failure,dungeon,void_refining reward on Boss failure,0,boolean,policy,frozen_v1,洞天设计,"",failure has no reward,fixed,高阶 Boss 失败不发奖励
dungeon.high_tier.void_refining.boss_pill_charge_on_failure,dungeon,void_refining pill charge on Boss failure,0,boolean,policy,frozen_v1,洞天设计,"",failure does not charge reserved pills,fixed,高阶 Boss 失败不扣丹药
dungeon.high_tier.void_refining.boss_pity_advance_on_failure,dungeon,void_refining pity advance on failure,0,boolean,policy,frozen_v1,洞天设计,"",failure does not advance pity,fixed,高阶 Boss 失败不推进保底
dungeon.high_tier.void_refining.boss_failure.state_revision_increment,dungeon,void_refining failure revision increment,1,revision,policy,frozen_v1,洞天设计,"",cooldown state is committed even without reward,integer,失败冷却状态版本递增
dungeon.high_tier.void_refining.boss_failure.require_expected_revision,dungeon,void_refining failure expected revision,1,boolean,policy,frozen_v1,洞天设计,"",CAS required for cross-device retry,fixed,跨设备失败重试必须带状态版本
dungeon.high_tier.void_refining.boss_failure.idempotent_attempt,dungeon,void_refining failed attempt idempotency,1,boolean,policy,frozen_v1,洞天设计,"",same attempt ID returns original failure,fixed,失败尝试 ID 幂等
dungeon.high_tier.void_refining.boss_natural_failure_rate,dungeon,void_refining natural Boss failure rate,0,percent,derived,frozen_v1,洞天设计,"",zero failures in fixed growth-profile survival sample,2dp,由逐秒成长档战斗样本推导的自然失败率
dungeon.high_tier.void_refining.boss_failure_stops_expedition,dungeon,void_refining failure stops expedition,0,boolean,policy,frozen_v1,洞天设计,"",failure recovery is local to encounter,fixed,高阶 Boss 失败不停止小时级远征供给
dungeon.high_tier.void_refining.boss_drop.ancient_scroll.chance,dungeon,void_refining Boss ancient scroll drop chance,100,percent,probability,frozen_v1,洞天设计,"",success-only independent drop,integer,高阶 Boss 独立古修残卷掉落概率
dungeon.high_tier.void_refining.boss_drop.ancient_scroll.amount,dungeon,void_refining Boss ancient scroll drop amount,4,ancient_scroll,derived,frozen_v1,洞天设计,"",realm scale * base amount,integer,高阶 Boss 独立古修残卷掉落数量
dungeon.high_tier.void_refining.boss_drop.demon_core.chance,dungeon,void_refining Boss demon core drop chance,100,percent,probability,frozen_v1,洞天设计,"",success-only independent drop,integer,高阶 Boss 独立妖丹掉落概率
dungeon.high_tier.void_refining.boss_drop.demon_core.amount,dungeon,void_refining Boss demon core drop amount,8,demon_core,derived,frozen_v1,洞天设计,"",realm scale * base amount,integer,高阶 Boss 独立妖丹掉落数量
dungeon.high_tier.void_refining.boss_drop.equipment.chance,dungeon,void_refining Boss equipment drop chance,20,percent,probability,frozen_v1,洞天设计,"",success-only independent equipment roll,integer,高阶 Boss 独立装备掉落概率
dungeon.high_tier.void_refining.boss_drop.equipment.amount,dungeon,void_refining Boss equipment drop amount,1,equipment,derived,frozen_v1,洞天设计,"",one equipment per successful roll,integer,高阶 Boss 独立装备掉落数量
dungeon.high_tier.void_refining.boss_drop.equipment.quality,dungeon,void_refining Boss equipment drop quality,epic,quality,constant,frozen_v1,洞天设计,"",fixed quality pool member,"",高阶 Boss 装备掉落品质
dungeon.high_tier.body_unity.boss_pill_budget_per_encounter,dungeon,body_unity high-tier Boss pill budget,1,pill,derived,frozen_v1,洞天设计,"",fixed-seed extension combat max pill budget,integer,高阶 Boss 候选单次丹药预算
dungeon.high_tier.body_unity.combat_pill_cost_included,dungeon,body_unity high-tier combat pill included,1,boolean,policy,frozen_v1,洞天设计,"",supply rate includes boss_pill_budget / encounter_interval,fixed,该境界高阶供给已含战斗丹药预算
dungeon.high_tier.body_unity.boss_failure_recovery_seconds,dungeon,body_unity high-tier Boss failure recovery,60,seconds,policy,frozen_v1,洞天设计,"",failed attempt cooldown,integer,高阶 Boss 失败恢复冷却
dungeon.high_tier.body_unity.boss_reward_on_failure,dungeon,body_unity reward on Boss failure,0,boolean,policy,frozen_v1,洞天设计,"",failure has no reward,fixed,高阶 Boss 失败不发奖励
dungeon.high_tier.body_unity.boss_pill_charge_on_failure,dungeon,body_unity pill charge on Boss failure,0,boolean,policy,frozen_v1,洞天设计,"",failure does not charge reserved pills,fixed,高阶 Boss 失败不扣丹药
dungeon.high_tier.body_unity.boss_pity_advance_on_failure,dungeon,body_unity pity advance on failure,0,boolean,policy,frozen_v1,洞天设计,"",failure does not advance pity,fixed,高阶 Boss 失败不推进保底
dungeon.high_tier.body_unity.boss_failure.state_revision_increment,dungeon,body_unity failure revision increment,1,revision,policy,frozen_v1,洞天设计,"",cooldown state is committed even without reward,integer,失败冷却状态版本递增
dungeon.high_tier.body_unity.boss_failure.require_expected_revision,dungeon,body_unity failure expected revision,1,boolean,policy,frozen_v1,洞天设计,"",CAS required for cross-device retry,fixed,跨设备失败重试必须带状态版本
dungeon.high_tier.body_unity.boss_failure.idempotent_attempt,dungeon,body_unity failed attempt idempotency,1,boolean,policy,frozen_v1,洞天设计,"",same attempt ID returns original failure,fixed,失败尝试 ID 幂等
dungeon.high_tier.body_unity.boss_natural_failure_rate,dungeon,body_unity natural Boss failure rate,0,percent,derived,frozen_v1,洞天设计,"",zero failures in fixed growth-profile survival sample,2dp,由逐秒成长档战斗样本推导的自然失败率
dungeon.high_tier.body_unity.boss_failure_stops_expedition,dungeon,body_unity failure stops expedition,0,boolean,policy,frozen_v1,洞天设计,"",failure recovery is local to encounter,fixed,高阶 Boss 失败不停止小时级远征供给
dungeon.high_tier.body_unity.boss_drop.ancient_scroll.chance,dungeon,body_unity Boss ancient scroll drop chance,100,percent,probability,frozen_v1,洞天设计,"",success-only independent drop,integer,高阶 Boss 独立古修残卷掉落概率
dungeon.high_tier.body_unity.boss_drop.ancient_scroll.amount,dungeon,body_unity Boss ancient scroll drop amount,8,ancient_scroll,derived,frozen_v1,洞天设计,"",realm scale * base amount,integer,高阶 Boss 独立古修残卷掉落数量
dungeon.high_tier.body_unity.boss_drop.demon_core.chance,dungeon,body_unity Boss demon core drop chance,100,percent,probability,frozen_v1,洞天设计,"",success-only independent drop,integer,高阶 Boss 独立妖丹掉落概率
dungeon.high_tier.body_unity.boss_drop.demon_core.amount,dungeon,body_unity Boss demon core drop amount,16,demon_core,derived,frozen_v1,洞天设计,"",realm scale * base amount,integer,高阶 Boss 独立妖丹掉落数量
dungeon.high_tier.body_unity.boss_drop.equipment.chance,dungeon,body_unity Boss equipment drop chance,20,percent,probability,frozen_v1,洞天设计,"",success-only independent equipment roll,integer,高阶 Boss 独立装备掉落概率
dungeon.high_tier.body_unity.boss_drop.equipment.amount,dungeon,body_unity Boss equipment drop amount,1,equipment,derived,frozen_v1,洞天设计,"",one equipment per successful roll,integer,高阶 Boss 独立装备掉落数量
dungeon.high_tier.body_unity.boss_drop.equipment.quality,dungeon,body_unity Boss equipment drop quality,epic,quality,constant,frozen_v1,洞天设计,"",fixed quality pool member,"",高阶 Boss 装备掉落品质
dungeon.high_tier.great_vehicle.boss_pill_budget_per_encounter,dungeon,great_vehicle high-tier Boss pill budget,1,pill,derived,frozen_v1,洞天设计,"",fixed-seed extension combat max pill budget,integer,高阶 Boss 候选单次丹药预算
dungeon.high_tier.great_vehicle.combat_pill_cost_included,dungeon,great_vehicle high-tier combat pill included,1,boolean,policy,frozen_v1,洞天设计,"",supply rate includes boss_pill_budget / encounter_interval,fixed,该境界高阶供给已含战斗丹药预算
dungeon.high_tier.great_vehicle.boss_failure_recovery_seconds,dungeon,great_vehicle high-tier Boss failure recovery,60,seconds,policy,frozen_v1,洞天设计,"",failed attempt cooldown,integer,高阶 Boss 失败恢复冷却
dungeon.high_tier.great_vehicle.boss_reward_on_failure,dungeon,great_vehicle reward on Boss failure,0,boolean,policy,frozen_v1,洞天设计,"",failure has no reward,fixed,高阶 Boss 失败不发奖励
dungeon.high_tier.great_vehicle.boss_pill_charge_on_failure,dungeon,great_vehicle pill charge on Boss failure,0,boolean,policy,frozen_v1,洞天设计,"",failure does not charge reserved pills,fixed,高阶 Boss 失败不扣丹药
dungeon.high_tier.great_vehicle.boss_pity_advance_on_failure,dungeon,great_vehicle pity advance on failure,0,boolean,policy,frozen_v1,洞天设计,"",failure does not advance pity,fixed,高阶 Boss 失败不推进保底
dungeon.high_tier.great_vehicle.boss_failure.state_revision_increment,dungeon,great_vehicle failure revision increment,1,revision,policy,frozen_v1,洞天设计,"",cooldown state is committed even without reward,integer,失败冷却状态版本递增
dungeon.high_tier.great_vehicle.boss_failure.require_expected_revision,dungeon,great_vehicle failure expected revision,1,boolean,policy,frozen_v1,洞天设计,"",CAS required for cross-device retry,fixed,跨设备失败重试必须带状态版本
dungeon.high_tier.great_vehicle.boss_failure.idempotent_attempt,dungeon,great_vehicle failed attempt idempotency,1,boolean,policy,frozen_v1,洞天设计,"",same attempt ID returns original failure,fixed,失败尝试 ID 幂等
dungeon.high_tier.great_vehicle.boss_natural_failure_rate,dungeon,great_vehicle natural Boss failure rate,0,percent,derived,frozen_v1,洞天设计,"",zero failures in fixed growth-profile survival sample,2dp,由逐秒成长档战斗样本推导的自然失败率
dungeon.high_tier.great_vehicle.boss_failure_stops_expedition,dungeon,great_vehicle failure stops expedition,0,boolean,policy,frozen_v1,洞天设计,"",failure recovery is local to encounter,fixed,高阶 Boss 失败不停止小时级远征供给
dungeon.high_tier.great_vehicle.boss_drop.ancient_scroll.chance,dungeon,great_vehicle Boss ancient scroll drop chance,100,percent,probability,frozen_v1,洞天设计,"",success-only independent drop,integer,高阶 Boss 独立古修残卷掉落概率
dungeon.high_tier.great_vehicle.boss_drop.ancient_scroll.amount,dungeon,great_vehicle Boss ancient scroll drop amount,16,ancient_scroll,derived,frozen_v1,洞天设计,"",realm scale * base amount,integer,高阶 Boss 独立古修残卷掉落数量
dungeon.high_tier.great_vehicle.boss_drop.demon_core.chance,dungeon,great_vehicle Boss demon core drop chance,100,percent,probability,frozen_v1,洞天设计,"",success-only independent drop,integer,高阶 Boss 独立妖丹掉落概率
dungeon.high_tier.great_vehicle.boss_drop.demon_core.amount,dungeon,great_vehicle Boss demon core drop amount,32,demon_core,derived,frozen_v1,洞天设计,"",realm scale * base amount,integer,高阶 Boss 独立妖丹掉落数量
